country_code,PC1_rescaled_std,PC1_rescaled_min,PC1_rescaled_max,PC2_rescaled_std,PC2_rescaled_min,PC2_rescaled_max,range_pc1,range_pc2
804.0,0.017821126532142517,-0.47596477973423135,-0.4136796167315985,0.03116445274320646,0.3572368799385441,0.4540905284837648,0.06228516300263287,0.09685364854522072
807.0,0.014250076104980572,0.14725723601471147,0.19536003525531767,0.004486313983212998,0.12071539832375144,0.13757568977721069,0.0481027992406062,0.016860291453459242
818.0,0.01319012185437322,-1.6009972678730708,-1.5535799065599498,0.05422069104654535,-0.97338531694174,-0.7892083982400057,0.04741736131312102,0.18417691870173436
826.0,0.011535273224491388,2.3294791645199324,2.371921008500138,0.035835851894809694,0.7428369931049077,0.8574582191175277,0.04244184398020545,0.11462122601262004
840.0,0.009919446326023205,1.546469674475936,1.5778538144154528,0.0313470729312163,0.18698096061837705,0.28619573255717223,0.03138413993951672,0.09921477193879519
854.0,0.021649495886176373,-0.7327939829791795,-0.6602947948958572,0.01707711200450811,-1.1232252540853753,-1.0644335863224652,0.07249918808332234,0.058791667762910116
858.0,0.017888047818740958,1.0959800048346267,1.1670484019459166,0.021000220161795837,-0.09832195853994079,-0.02904746821791373,0.07106839711128998,0.06927449032202707
860.0,0.03767571499822095,0.12536601252791552,0.247145044933466,0.01050995890820687,-1.2629435896264585,-1.2309088145154388,0.12177903240555049,0.03203477511101971
862.0,0.027922656358927465,-0.20653330284358487,-0.11425905039954849,0.014069193345893115,-0.9771575070675501,-0.9270620143862514,0.09227425244403638,0.05009549268129876
887.0,0.03772361390893342,-1.2280066803663878,-1.1036445017850691,0.04165861717343975,-1.38831989343533,-1.2511349073611047,0.1243621785813187,0.13718498607422536
894.0,0.009797314542419765,-0.6662291907295813,-0.6306935725386689,0.022267354386663878,-0.47258660249125684,-0.3965406803418564,0.035535618190912444,0.07604592214940042
